"time_key","date","hour","day","week","month","quarter","year"
"T00444","2019-11-12","8","12","2nd Week","11","Q4","2019"
"T00445","2016-05-19","13","19","3rd Week","5","Q2","2016"
"T00446","2018-03-28","20","28","4th Week","3","Q1","2018"
"T00447","2016-02-02","1","2","1st Week","2","Q1","2016"
"T00448","2021-10-16","17","16","3rd Week","10","Q4","2021"
"T00449","2016-01-05","1","5","1st Week","1","Q1","2016"
"T00450","2022-03-17","22","17","3rd Week","3","Q1","2022"
"T00451","2018-11-22","10","22","4th Week","11","Q4","2018"
"T00452","2020-02-10","11","10","2nd Week","2","Q1","2020"
"T00453","2018-03-20","16","20","3rd Week","3","Q1","2018"
"T00454","2018-04-20","7","20","3rd Week","4","Q2","2018"
"T00455","2017-08-10","1","10","2nd Week","8","Q3","2017"
"T00456","2016-08-24","13","24","4th Week","8","Q3","2016"
"T00457","2020-10-03","12","3","1st Week","10","Q4","2020"
"T00458","2018-08-31","17","31","4th Week","8","Q3","2018"
"T00459","2021-12-03","17","3","1st Week","12","Q4","2021"
"T00460","2019-10-21","18","21","3rd Week","10","Q4","2019"
"T00461","2016-03-19","18","19","3rd Week","3","Q1","2016"
"T00462","2019-08-03","11","3","1st Week","8","Q3","2019"
"T00463","2014-12-05","22","5","1st Week","12","Q4","2014"
"T00464","2019-03-14","10","14","2nd Week","3","Q1","2019"
"T00465","2018-09-13","2","13","2nd Week","9","Q3","2018"
"T00466","2018-05-11","7","11","2nd Week","5","Q2","2018"
"T00467","2021-06-19","5","19","3rd Week","6","Q2","2021"
"T00468","2019-07-09","22","9","2nd Week","7","Q3","2019"
"T00469","2022-07-08","8","8","2nd Week","7","Q3","2022"
"T00470","2016-01-03","10","3","1st Week","1","Q1","2016"
"T00471","2018-03-26","22","26","4th Week","3","Q1","2018"
"T00472","2018-03-06","22","6","1st Week","3","Q1","2018"
"T00473","2017-12-12","15","12","2nd Week","12","Q4","2017"
"T00474","2019-06-03","0","3","1st Week","6","Q2","2019"
"T00475","2020-09-07","18","7","1st Week","9","Q3","2020"
"T00476","2018-10-31","12","31","4th Week","10","Q4","2018"
"T00477","2022-09-04","17","4","1st Week","9","Q3","2022"
"T00478","2020-12-11","12","11","2nd Week","12","Q4","2020"
"T00479","2019-11-06","4","6","1st Week","11","Q4","2019"
"T00480","2018-05-16","9","16","3rd Week","5","Q2","2018"
"T00481","2015-07-13","12","13","2nd Week","7","Q3","2015"
"T00482","2018-09-13","5","13","2nd Week","9","Q3","2018"
"T00483","2017-03-22","20","22","4th Week","3","Q1","2017"
"T00484","2018-12-24","6","24","4th Week","12","Q4","2018"
"T00485","2017-09-13","3","13","2nd Week","9","Q3","2017"
"T00486","2015-05-04","23","4","1st Week","5","Q2","2015"
"T00487","2021-10-13","21","13","2nd Week","10","Q4","2021"
"T00488","2016-02-27","12","27","4th Week","2","Q1","2016"
"T00489","2021-08-30","22","30","4th Week","8","Q3","2021"
"T00490","2018-11-11","18","11","2nd Week","11","Q4","2018"
"T00491","2015-10-19","4","19","3rd Week","10","Q4","2015"
"T00492","2021-08-15","16","15","3rd Week","8","Q3","2021"
"T00493","2019-06-24","5","24","4th Week","6","Q2","2019"
"T00494","2018-06-14","3","14","2nd Week","6","Q2","2018"
"T00495","2016-12-29","1","29","4th Week","12","Q4","2016"
"T00496","2018-01-01","2","1","1st Week","1","Q1","2018"
"T00497","2020-11-18","12","18","3rd Week","11","Q4","2020"
"T00498","2022-01-27","6","27","4th Week","1","Q1","2022"
"T00499","2021-07-07","23","7","1st Week","7","Q3","2021"
"T00500","2017-08-26","22","26","4th Week","8","Q3","2017"
"T00501","2014-08-09","6","9","2nd Week","8","Q3","2014"
"T00502","2015-09-30","20","30","4th Week","9","Q3","2015"
"T00503","2014-03-12","20","12","2nd Week","3","Q1","2014"
"T00504","2016-11-09","17","9","2nd Week","11","Q4","2016"
"T00505","2014-02-10","22","10","2nd Week","2","Q1","2014"
"T00506","2022-04-02","14","2","1st Week","4","Q2","2022"
"T00507","2020-01-27","19","27","4th Week","1","Q1","2020"
"T00508","2021-09-14","8","14","2nd Week","9","Q3","2021"
"T00509","2021-10-20","1","20","3rd Week","10","Q4","2021"
"T00510","2016-10-07","20","7","1st Week","10","Q4","2016"
"T00511","2016-04-29","23","29","4th Week","4","Q2","2016"
"T00512","2020-08-09","21","9","2nd Week","8","Q3","2020"
"T00513","2017-02-09","17","9","2nd Week","2","Q1","2017"
"T00514","2021-06-24","6","24","4th Week","6","Q2","2021"
"T00515","2017-07-04","8","4","1st Week","7","Q3","2017"
"T00516","2018-06-24","8","24","4th Week","6","Q2","2018"
"T00517","2021-06-11","21","11","2nd Week","6","Q2","2021"
"T00518","2017-11-11","4","11","2nd Week","11","Q4","2017"
"T00519","2020-12-22","20","22","4th Week","12","Q4","2020"
"T00520","2018-05-11","7","11","2nd Week","5","Q2","2018"
"T00521","2016-06-22","10","22","4th Week","6","Q2","2016"
"T00522","2017-11-16","21","16","3rd Week","11","Q4","2017"
"T00523","2015-02-18","19","18","3rd Week","2","Q1","2015"
"T00524","2014-07-06","7","6","1st Week","7","Q3","2014"
"T00525","2014-03-08","3","8","2nd Week","3","Q1","2014"
"T00526","2018-06-08","15","8","2nd Week","6","Q2","2018"
"T00527","2015-10-01","0","1","1st Week","10","Q4","2015"
"T00528","2015-04-03","0","3","1st Week","4","Q2","2015"
"T00529","2021-04-18","19","18","3rd Week","4","Q2","2021"
"T00530","2016-07-23","6","23","4th Week","7","Q3","2016"
"T00531","2020-04-09","11","9","2nd Week","4","Q2","2020"
"T00532","2016-02-15","6","15","3rd Week","2","Q1","2016"
"T00533","2016-03-06","12","6","1st Week","3","Q1","2016"
"T00534","2020-04-17","16","17","3rd Week","4","Q2","2020"
"T00535","2018-01-01","17","1","1st Week","1","Q1","2018"
"T00536","2014-02-15","22","15","3rd Week","2","Q1","2014"
"T00537","2021-01-03","7","3","1st Week","1","Q1","2021"
"T00538","2017-02-01","20","1","1st Week","2","Q1","2017"
"T00539","2014-11-20","0","20","3rd Week","11","Q4","2014"
"T00540","2022-05-27","11","27","4th Week","5","Q2","2022"
"T00541","2019-08-07","14","7","1st Week","8","Q3","2019"
"T00542","2016-01-06","9","6","1st Week","1","Q1","2016"
"T00543","2016-12-24","8","24","4th Week","12","Q4","2016"
"T00544","2017-02-13","18","13","2nd Week","2","Q1","2017"
"T00545","2021-07-10","16","10","2nd Week","7","Q3","2021"
"T00546","2015-07-24","15","24","4th Week","7","Q3","2015"
"T00547","2019-04-05","5","5","1st Week","4","Q2","2019"
"T00548","2021-01-17","13","17","3rd Week","1","Q1","2021"
"T00549","2018-10-09","22","9","2nd Week","10","Q4","2018"
"T00550","2014-04-13","6","13","2nd Week","4","Q2","2014"
"T00551","2015-07-05","6","5","1st Week","7","Q3","2015"
"T00552","2021-06-02","9","2","1st Week","6","Q2","2021"
"T00553","2017-10-14","12","14","2nd Week","10","Q4","2017"
"T00554","2014-09-02","1","2","1st Week","9","Q3","2014"
"T00555","2020-02-08","5","8","2nd Week","2","Q1","2020"
"T00556","2022-08-15","4","15","3rd Week","8","Q3","2022"
"T00557","2021-09-10","15","10","2nd Week","9","Q3","2021"
"T00558","2020-04-12","19","12","2nd Week","4","Q2","2020"
"T00559","2021-09-01","20","1","1st Week","9","Q3","2021"
"T00560","2015-10-19","6","19","3rd Week","10","Q4","2015"
"T00561","2018-06-11","5","11","2nd Week","6","Q2","2018"
"T00562","2019-12-15","8","15","3rd Week","12","Q4","2019"
"T00563","2015-06-24","12","24","4th Week","6","Q2","2015"
"T00564","2014-08-24","18","24","4th Week","8","Q3","2014"
"T00565","2014-12-07","7","7","1st Week","12","Q4","2014"
"T00566","2019-03-10","8","10","2nd Week","3","Q1","2019"
"T00567","2018-03-20","16","20","3rd Week","3","Q1","2018"
"T00568","2019-07-15","1","15","3rd Week","7","Q3","2019"
"T00569","2019-01-14","22","14","2nd Week","1","Q1","2019"
"T00570","2018-01-10","20","10","2nd Week","1","Q1","2018"
"T00571","2018-07-13","21","13","2nd Week","7","Q3","2018"
"T00572","2017-01-09","8","9","2nd Week","1","Q1","2017"
"T00573","2014-10-24","16","24","4th Week","10","Q4","2014"
"T00574","2016-07-21","19","21","3rd Week","7","Q3","2016"
"T00575","2017-03-12","13","12","2nd Week","3","Q1","2017"
"T00576","2019-04-24","0","24","4th Week","4","Q2","2019"
"T00577","2022-10-20","21","20","3rd Week","10","Q4","2022"
"T00578","2020-11-05","19","5","1st Week","11","Q4","2020"
"T00579","2021-04-18","8","18","3rd Week","4","Q2","2021"
"T00580","2022-05-23","18","23","4th Week","5","Q2","2022"
"T00581","2017-05-05","5","5","1st Week","5","Q2","2017"
"T00582","2018-12-10","21","10","2nd Week","12","Q4","2018"
"T00583","2014-07-26","16","26","4th Week","7","Q3","2014"
"T00584","2016-04-08","16","8","2nd Week","4","Q2","2016"
"T00585","2018-06-20","6","20","3rd Week","6","Q2","2018"
"T00586","2019-08-04","17","4","1st Week","8","Q3","2019"
"T00587","2017-05-14","7","14","2nd Week","5","Q2","2017"
"T00588","2016-08-11","6","11","2nd Week","8","Q3","2016"
"T00589","2017-12-26","16","26","4th Week","12","Q4","2017"
"T00590","2014-12-10","16","10","2nd Week","12","Q4","2014"
"T00591","2018-04-24","23","24","4th Week","4","Q2","2018"
"T00592","2015-03-27","11","27","4th Week","3","Q1","2015"
"T00593","2018-03-14","16","14","2nd Week","3","Q1","2018"
"T00594","2016-12-14","15","14","2nd Week","12","Q4","2016"
"T00595","2020-03-04","16","4","1st Week","3","Q1","2020"
"T00596","2018-02-27","16","27","4th Week","2","Q1","2018"
"T00597","2019-10-05","18","5","1st Week","10","Q4","2019"
"T00598","2018-05-27","17","27","4th Week","5","Q2","2018"
"T00599","2017-04-16","17","16","3rd Week","4","Q2","2017"
"T00600","2018-11-03","5","3","1st Week","11","Q4","2018"
"T00601","2015-06-02","10","2","1st Week","6","Q2","2015"
"T00602","2017-06-12","17","12","2nd Week","6","Q2","2017"
"T00603","2016-03-27","21","27","4th Week","3","Q1","2016"
"T00604","2016-10-14","0","14","2nd Week","10","Q4","2016"
"T00605","2016-03-16","5","16","3rd Week","3","Q1","2016"
"T00606","2020-05-12","7","12","2nd Week","5","Q2","2020"
"T00607","2015-08-24","4","24","4th Week","8","Q3","2015"
"T00608","2017-11-08","0","8","2nd Week","11","Q4","2017"
"T00609","2018-08-15","20","15","3rd Week","8","Q3","2018"
"T00610","2016-01-05","20","5","1st Week","1","Q1","2016"
"T00611","2018-07-23","22","23","4th Week","7","Q3","2018"
"T00612","2020-06-14","1","14","2nd Week","6","Q2","2020"
"T00613","2021-01-14","16","14","2nd Week","1","Q1","2021"
"T00614","2021-03-20","7","20","3rd Week","3","Q1","2021"
"T00615","2017-10-13","7","13","2nd Week","10","Q4","2017"
"T00616","2014-10-31","14","31","4th Week","10","Q4","2014"
"T00617","2017-06-03","3","3","1st Week","6","Q2","2017"
"T00618","2021-01-28","11","28","4th Week","1","Q1","2021"
"T00619","2015-06-26","14","26","4th Week","6","Q2","2015"
"T00620","2017-10-17","14","17","3rd Week","10","Q4","2017"
"T00621","2014-12-29","19","29","4th Week","12","Q4","2014"
"T00622","2016-02-19","21","19","3rd Week","2","Q1","2016"
"T00623","2021-11-11","18","11","2nd Week","11","Q4","2021"
"T00624","2015-08-01","17","1","1st Week","8","Q3","2015"
"T00625","2015-06-10","0","10","2nd Week","6","Q2","2015"
"T00626","2015-04-26","15","26","4th Week","4","Q2","2015"
"T00627","2020-11-12","7","12","2nd Week","11","Q4","2020"
"T00628","2017-07-06","8","6","1st Week","7","Q3","2017"
"T00629","2017-06-09","16","9","2nd Week","6","Q2","2017"
"T00630","2021-11-09","17","9","2nd Week","11","Q4","2021"
"T00631","2019-02-02","8","2","1st Week","2","Q1","2019"
"T00632","2022-09-03","19","3","1st Week","9","Q3","2022"
"T00633","2014-03-26","6","26","4th Week","3","Q1","2014"
"T00634","2021-07-24","15","24","4th Week","7","Q3","2021"
"T00635","2016-12-08","7","8","2nd Week","12","Q4","2016"
"T00636","2021-06-05","2","5","1st Week","6","Q2","2021"
"T00637","2014-01-26","3","26","4th Week","1","Q1","2014"
"T00638","2020-12-20","23","20","3rd Week","12","Q4","2020"
"T00639","2014-06-01","13","1","1st Week","6","Q2","2014"
"T00640","2020-07-06","16","6","1st Week","7","Q3","2020"
"T00641","2017-04-25","9","25","4th Week","4","Q2","2017"
"T00642","2021-10-10","16","10","2nd Week","10","Q4","2021"
"T00643","2018-05-22","20","22","4th Week","5","Q2","2018"
"T00644","2015-07-02","14","2","1st Week","7","Q3","2015"
"T00645","2014-12-23","1","23","4th Week","12","Q4","2014"
"T00646","2019-03-16","9","16","3rd Week","3","Q1","2019"
"T00647","2015-06-19","5","19","3rd Week","6","Q2","2015"
"T00648","2019-04-11","12","11","2nd Week","4","Q2","2019"
"T00649","2022-11-11","7","11","2nd Week","11","Q4","2022"
"T00650","2018-11-30","16","30","4th Week","11","Q4","2018"
"T00651","2017-06-25","4","25","4th Week","6","Q2","2017"
"T00652","2021-08-27","14","27","4th Week","8","Q3","2021"
"T00653","2017-03-11","19","11","2nd Week","3","Q1","2017"
"T00654","2022-10-30","20","30","4th Week","10","Q4","2022"
"T00655","2021-06-18","7","18","3rd Week","6","Q2","2021"
"T00656","2017-01-15","3","15","3rd Week","1","Q1","2017"
"T00657","2017-04-23","5","23","4th Week","4","Q2","2017"
"T00658","2018-02-06","21","6","1st Week","2","Q1","2018"
"T00659","2015-11-10","10","10","2nd Week","11","Q4","2015"
"T00660","2014-03-04","13","4","1st Week","3","Q1","2014"
"T00661","2017-12-23","18","23","4th Week","12","Q4","2017"
"T00662","2020-01-07","5","7","1st Week","1","Q1","2020"
"T00663","2022-07-05","4","5","1st Week","7","Q3","2022"
"T00664","2016-10-09","14","9","2nd Week","10","Q4","2016"
"T00665","2015-06-04","0","4","1st Week","6","Q2","2015"
"T00666","2016-08-17","23","17","3rd Week","8","Q3","2016"
"T00667","2020-07-22","14","22","4th Week","7","Q3","2020"
"T00668","2018-04-24","13","24","4th Week","4","Q2","2018"
"T00669","2022-07-19","22","19","3rd Week","7","Q3","2022"
"T00670","2018-09-18","16","18","3rd Week","9","Q3","2018"
"T00671","2016-11-29","3","29","4th Week","11","Q4","2016"
"T00672","2016-12-24","9","24","4th Week","12","Q4","2016"
"T00673","2015-01-21","20","21","3rd Week","1","Q1","2015"
"T00674","2015-10-06","8","6","1st Week","10","Q4","2015"
"T00675","2017-06-01","6","1","1st Week","6","Q2","2017"
"T00676","2020-07-27","14","27","4th Week","7","Q3","2020"
"T00677","2016-03-17","17","17","3rd Week","3","Q1","2016"
"T00678","2020-10-20","8","20","3rd Week","10","Q4","2020"
"T00679","2017-01-10","18","10","2nd Week","1","Q1","2017"
"T00680","2015-07-05","14","5","1st Week","7","Q3","2015"
"T00681","2021-02-19","22","19","3rd Week","2","Q1","2021"
"T00682","2018-12-14","4","14","2nd Week","12","Q4","2018"
"T00683","2015-06-30","19","30","4th Week","6","Q2","2015"
"T00684","2016-01-05","21","5","1st Week","1","Q1","2016"
"T00685","2018-07-09","2","9","2nd Week","7","Q3","2018"
"T00686","2017-09-18","5","18","3rd Week","9","Q3","2017"
"T00687","2018-12-02","19","2","1st Week","12","Q4","2018"
"T00688","2020-11-26","12","26","4th Week","11","Q4","2020"
"T00689","2014-09-21","1","21","3rd Week","9","Q3","2014"
"T00690","2019-02-09","23","9","2nd Week","2","Q1","2019"
"T00691","2021-08-07","15","7","1st Week","8","Q3","2021"
"T00692","2021-01-07","13","7","1st Week","1","Q1","2021"
"T00693","2020-03-03","17","3","1st Week","3","Q1","2020"
"T00694","2014-10-07","7","7","1st Week","10","Q4","2014"
"T00695","2015-11-27","20","27","4th Week","11","Q4","2015"
"T00696","2019-11-05","9","5","1st Week","11","Q4","2019"
"T00697","2019-03-31","22","31","4th Week","3","Q1","2019"
"T00698","2018-11-16","13","16","3rd Week","11","Q4","2018"
"T00699","2016-07-09","8","9","2nd Week","7","Q3","2016"
"T00700","2021-02-24","17","24","4th Week","2","Q1","2021"
"T00701","2015-01-10","6","10","2nd Week","1","Q1","2015"
"T00702","2022-06-23","18","23","4th Week","6","Q2","2022"
"T00703","2016-09-24","3","24","4th Week","9","Q3","2016"
"T00704","2014-07-07","12","7","1st Week","7","Q3","2014"
"T00705","2018-02-22","23","22","4th Week","2","Q1","2018"
"T00706","2017-03-27","4","27","4th Week","3","Q1","2017"
"T00707","2022-09-29","22","29","4th Week","9","Q3","2022"
"T00708","2020-07-17","22","17","3rd Week","7","Q3","2020"
"T00709","2019-01-27","11","27","4th Week","1","Q1","2019"
"T00710","2020-08-16","17","16","3rd Week","8","Q3","2020"
"T00711","2019-01-20","5","20","3rd Week","1","Q1","2019"
"T00712","2014-06-04","14","4","1st Week","6","Q2","2014"
"T00713","2016-12-07","12","7","1st Week","12","Q4","2016"
"T00714","2014-12-22","15","22","4th Week","12","Q4","2014"
"T00715","2019-10-22","18","22","4th Week","10","Q4","2019"
"T00716","2021-02-01","0","1","1st Week","2","Q1","2021"
"T00717","2022-09-29","14","29","4th Week","9","Q3","2022"
"T00718","2021-02-07","6","7","1st Week","2","Q1","2021"
"T00719","2014-05-07","9","7","1st Week","5","Q2","2014"
"T00720","2014-04-12","14","12","2nd Week","4","Q2","2014"
"T00721","2016-08-18","1","18","3rd Week","8","Q3","2016"
"T00722","2017-05-26","5","26","4th Week","5","Q2","2017"
"T00723","2021-12-23","5","23","4th Week","12","Q4","2021"
"T00724","2018-06-28","20","28","4th Week","6","Q2","2018"
"T00725","2014-07-11","5","11","2nd Week","7","Q3","2014"
"T00726","2015-07-27","21","27","4th Week","7","Q3","2015"
"T00727","2018-06-10","12","10","2nd Week","6","Q2","2018"
"T00728","2015-08-21","5","21","3rd Week","8","Q3","2015"
"T00729","2018-07-20","6","20","3rd Week","7","Q3","2018"
"T00730","2014-02-28","16","28","4th Week","2","Q1","2014"
"T00731","2016-06-20","15","20","3rd Week","6","Q2","2016"
"T00732","2018-03-05","1","5","1st Week","3","Q1","2018"
"T00733","2014-07-23","23","23","4th Week","7","Q3","2014"
"T00734","2018-04-18","1","18","3rd Week","4","Q2","2018"
"T00735","2016-06-06","2","6","1st Week","6","Q2","2016"
"T00736","2021-09-24","22","24","4th Week","9","Q3","2021"
"T00737","2016-01-05","6","5","1st Week","1","Q1","2016"
"T00738","2022-01-23","16","23","4th Week","1","Q1","2022"
"T00739","2015-06-29","23","29","4th Week","6","Q2","2015"
"T00740","2021-10-22","6","22","4th Week","10","Q4","2021"
"T00741","2018-10-25","5","25","4th Week","10","Q4","2018"
"T00742","2019-06-06","2","6","1st Week","6","Q2","2019"
"T00743","2018-12-18","10","18","3rd Week","12","Q4","2018"
"T00744","2019-06-18","9","18","3rd Week","6","Q2","2019"
"T00745","2017-10-18","1","18","3rd Week","10","Q4","2017"
"T00746","2014-01-21","0","21","3rd Week","1","Q1","2014"
"T00747","2021-07-27","14","27","4th Week","7","Q3","2021"
"T00748","2021-08-29","20","29","4th Week","8","Q3","2021"
"T00749","2022-03-17","20","17","3rd Week","3","Q1","2022"
"T00750","2020-12-28","0","28","4th Week","12","Q4","2020"
"T00751","2014-12-10","16","10","2nd Week","12","Q4","2014"
"T00752","2018-09-13","9","13","2nd Week","9","Q3","2018"
"T00753","2014-02-22","13","22","4th Week","2","Q1","2014"
"T00754","2020-08-26","2","26","4th Week","8","Q3","2020"
"T00755","2017-06-19","15","19","3rd Week","6","Q2","2017"
"T00756","2020-11-10","15","10","2nd Week","11","Q4","2020"
"T00757","2018-07-06","22","6","1st Week","7","Q3","2018"
"T00758","2017-10-04","20","4","1st Week","10","Q4","2017"
"T00759","2016-01-21","21","21","3rd Week","1","Q1","2016"
"T00760","2017-01-26","1","26","4th Week","1","Q1","2017"
"T00761","2019-07-12","15","12","2nd Week","7","Q3","2019"
"T00762","2019-11-12","16","12","2nd Week","11","Q4","2019"
"T00763","2015-02-06","8","6","1st Week","2","Q1","2015"
"T00764","2020-08-04","5","4","1st Week","8","Q3","2020"
"T00765","2018-02-24","21","24","4th Week","2","Q1","2018"
"T00766","2021-06-05","6","5","1st Week","6","Q2","2021"
"T00767","2017-04-18","6","18","3rd Week","4","Q2","2017"
"T00768","2017-08-11","1","11","2nd Week","8","Q3","2017"
