"item_key","payment_key","customer_key","time_key","store_key","quantity","unit","unit_price","total_price"
"I00009","P019","C001352","T03984","S0026","20","cans","16.25","325.0"
"I00160","P039","C001680","T08663","S0038","6","bags","17.0","102.0"
"I00236","P027","C001583","T06750","S0024","10","tins","12.0","120.0"
"I00084","P011","C001021","T01068","S0041","19","bottles","18.0","342.0"
"I00264","P038","C001153","T02230","S0028","43","ct","15.0","645.0"
"I00206","P006","C000658","T05288","S0013","9","ct","15.0","135.0"
"I00035","P021","C000188","T00829","S0024","18","cans","16.0","288.0"
"I00003","P012","C000912","T02266","S0039","10","cans","6.75","67.5"
"I00129","P033","C001409","T05718","S0037","137","pk","18.0","2466.0"
"I00059","P022","C001152","T03278","S0005","5","bottles","22.0","110.0"
"I00016","P037","C000031","T05404","S0020","3","cans","16.25","48.75"
"I00132","P013","C001565","T00617","S0041","326","ct","14.0","4564.0"
"I00004","P026","C001732","T08456","S0013","11","cans","6.75","74.25"
"I00167","P013","C000624","T04222","S0037","31","ct","14.0","434.0"
"I00113","P034","C001874","T00091","S0002","18","ct","42.0","756.0"
"I00063","P007","C000130","T07112","S0003","13","cans","40.0","520.0"
"I00134","P039","C000757","T05056","S0028","208","ct","16.0","3328.0"
"I00043","P031","C000881","T03883","S0034","7","bottles","24.0","168.0"
"I00070","P027","C001521","T01566","S0011","21","bottles","17.5","367.5"
"I00042","P039","C001548","T01311","S0036","5","bottles","28.0","140.0"
"I00146","P036","C000473","T04046","S0002","275","ct","21.0","5775.0"
"I00159","P023","C000400","T00428","S0017","4","bags","17.0","68.0"
"I00090","P027","C001576","T01096","S0041","13","bottles","9.0","117.0"
"I00260","P029","C001358","T02410","S0038","814","ct","15.0","12210.0"
"I00075","P003","C001498","T08068","S0043","18","cans","15.5","279.0"
"I00190","P031","C000304","T03027","S0022","14","ct","16.0","224.0"
"I00112","P012","C000908","T01062","S0010","23","ct","14.0","322.0"
"I00040","P019","C001845","T01280","S0033","3","bottles","22.0","66.0"
"I00039","P028","C000575","T07153","S0017","14","bottles","26.0","364.0"
"I00162","P037","C000046","T02482","S0002","10","Bags","16.0","160.0"
"I00247","P017","C001176","T02612","S0035","14","oz","15.0","210.0"
"I00064","P014","C000479","T06377","S0009","11","cans","40.0","440.0"
"I00107","P013","C001497","T08218","S0011","13","oz","20.0","260.0"
"I00062","P003","C000671","T04141","S0006","10","cans","37.0","370.0"
"I00246","P037","C000935","T08536","S0002","59","ct","20.0","1180.0"
"I00250","P012","C001833","T01303","S0005","3","pack","19.5","58.5"
"I00079","P019","C001351","T05897","S0032","13","bottles","17.0","221.0"
"I00114","P020","C000884","T02004","S0007","18","ct","44.0","792.0"
"I00005","P037","C000590","T01564","S0035","10","cans","6.75","67.5"
"I00138","P039","C000160","T03604","S0022","929","ct","32.0","29728.0"
"I00195","P034","C000715","T02759","S0034","5","ct","12.5","62.5"
"I00015","P006","C000019","T00419","S0009","10","cans","6.75","67.5"
"I00028","P027","C001881","T02375","S0016","9","cans","6.75","60.75"
"I00033","P035","C000273","T05264","S0010","22","cans","16.0","352.0"
"I00022","P036","C000433","T07700","S0036","19","cans","16.25","308.75"
"I00079","P021","C001050","T01549","S0014","7","bottles","17.0","119.0"
"I00165","P004","C001843","T02849","S0025","20","bags","16.0","320.0"
"I00046","P036","C000669","T04288","S0016","1","cans","8.0","8.0"
"I00027","P009","C001192","T00800","S0004","19","cans","16.25","308.75"
"I00144","P016","C001715","T09019","S0014","51","ct","20.0","1020.0"
"I00149","P006","C001067","T01510","S0031","481","ct","15.0","7215.0"
"I00127","P021","C001799","T08007","S0023","227","pk","12.5","2837.5"
"I00051","P024","C000189","T06833","S0002","9","cans","23.0","207.0"
"I00037","P030","C000543","T02934","S0015","2","cans","16.0","32.0"
"I00113","P003","C001083","T08988","S0012","37","ct","42.0","1554.0"
"I00116","P021","C000116","T07587","S0033","17","ct","48.0","816.0"
"I00016","P002","C001119","T03811","S0030","14","cans","16.25","227.5"
"I00223","P009","C000386","T01091","S0043","23","ct","13.5","310.5"
"I00226","P001","C000785","T04083","S0030","2","lb","15.0","30.0"
"I00108","P020","C000214","T08592","S0004","1","oz","15.0","15.0"
"I00178","P004","C001130","T06613","S0005","20","ct","26.0","520.0"
"I00201","P026","C000366","T07743","S0003","8","bars","23.0","184.0"
"I00261","P004","C001012","T05640","S0004","21","ct","33.0","693.0"
"I00184","P008","C000021","T03968","S0044","32","ct","12.0","384.0"
"I00169","P030","C000444","T06041","S0004","23","ct","17.0","391.0"
"I00229","P017","C001433","T09878","S0016","10","ct","13.0","130.0"
"I00115","P023","C000608","T03196","S0004","76","ct","53.0","4028.0"
"I00096","P001","C001271","T03668","S0030","1","bottles","20.0","20.0"
"I00078","P002","C001390","T06375","S0037","9","bottles","17.0","153.0"
"I00100","P018","C001973","T08905","S0023","36","oz.","10.0","360.0"
"I00200","P026","C000902","T06584","S0015","4","bars","20.0","80.0"
"I00161","P037","C001586","T04057","S0029","29","Bags","17.0","493.0"
"I00146","P028","C000124","T03224","S0028","266","ct","21.0","5586.0"
"I00192","P038","C001927","T07332","S0018","17","ct","24.0","408.0"
"I00118","P038","C001625","T09272","S0014","4","ct","42.0","168.0"
"I00050","P003","C001553","T02249","S0026","9","cans","8.0","72.0"
"I00083","P026","C000412","T02015","S0039","10","bottles","14.0","140.0"
"I00089","P017","C000216","T09603","S0039","10","bottles","9.0","90.0"
"I00069","P020","C000333","T09312","S0019","8","bottles","17.5","140.0"
"I00169","P027","C001464","T07980","S0039","16","ct","17.0","272.0"
"I00178","P008","C001844","T03814","S0039","7","ct","26.0","182.0"
"I00131","P019","C001069","T09697","S0013","26","ct","14.0","364.0"
"I00006","P032","C000562","T00163","S0010","11","cans","16.25","178.75"
"I00113","P019","C000115","T07100","S0025","64","ct","42.0","2688.0"
"I00233","P004","C001199","T09792","S0016","6","ct","12.0","72.0"
"I00117","P025","C001860","T00709","S0034","54","ct","46.0","2484.0"
"I00181","P024","C000293","T07656","S0010","17","ct","26.0","442.0"
"I00091","P018","C000788","T05970","S0017","18","bottles","7.5","135.0"
"I00243","P001","C000375","T03471","S0035","5","oz","16.0","80.0"
"I00076","P024","C001249","T04047","S0009","5","cans","6.75","33.75"
"I00113","P039","C000126","T04322","S0007","17","ct","42.0","714.0"
"I00015","P032","C000040","T02749","S0020","5","cans","6.75","33.75"
"I00017","P016","C001512","T09719","S0026","8","cans","6.75","54.0"
"I00006","P017","C001670","T06682","S0019","21","cans","16.25","341.25"
"I00087","P002","C000792","T03723","S0012","6","bottles","15.0","90.0"
"I00162","P002","C000797","T01612","S0009","13","Bags","16.0","208.0"
"I00242","P021","C000485","T07001","S0044","13","pk","12.0","156.0"
"I00129","P025","C001734","T02883","S0012","313","pk","18.0","5634.0"
"I00037","P024","C001195","T02664","S0012","16","cans","16.0","256.0"
"I00135","P026","C000294","T00527","S0029","39","ct","14.0","546.0"
"I00220","P013","C000599","T00854","S0008","32","ct","14.0","448.0"
"I00183","P008","C001511","T01230","S0038","16","ct","35.0","560.0"
"I00166","P038","C001973","T03658","S0032","1","bags","17.0","17.0"
"I00091","P020","C001810","T00353","S0025","9","bottles","7.5","67.5"
"I00174","P006","C000640","T03599","S0018","44","oz","18.0","792.0"
"I00028","P034","C000348","T09897","S0002","9","cans","6.75","60.75"
"I00069","P008","C000784","T09334","S0032","19","bottles","17.5","332.5"
"I00187","P007","C000623","T00651","S0025","15","ct","13.0","195.0"
"I00157","P028","C001284","T03431","S0038","13","bags","17.0","221.0"
"I00175","P036","C000845","T05174","S0011","18","oz","19.0","342.0"
"I00001","P037","C000686","T07438","S0013","7","cans","11.5","80.5"
"I00003","P031","C001583","T03006","S0015","7","cans","6.75","47.25"
"I00070","P038","C000677","T00059","S0041","13","bottles","17.5","227.5"
"I00249","P011","C001634","T06132","S0033","1","pack","16.0","16.0"
"I00128","P026","C000249","T05435","S0029","1164","pk","16.0","18624.0"
"I00223","P027","C001259","T05027","S0024","37","ct","13.5","499.5"
"I00040","P022","C000825","T03810","S0038","6","bottles","22.0","132.0"
"I00171","P015","C001594","T03126","S0043","59","ct","16.0","944.0"
"I00076","P006","C000533","T09948","S0012","3","cans","6.75","20.25"
"I00044","P014","C001762","T05801","S0022","7","cans","8.0","56.0"
"I00237","P001","C000795","T01655","S0041","7","ct","16.0","112.0"
"I00038","P006","C001045","T02449","S0031","4","bottles","23.0","92.0"
"I00177","P008","C001725","T06579","S0011","37","ct","35.0","1295.0"
"I00252","P032","C001916","T03209","S0025","1","ct","11.0","11.0"
"I00101","P010","C000096","T05273","S0022","135","tubs","15.0","2025.0"
"I00144","P032","C000030","T01229","S0007","150","ct","20.0","3000.0"
"I00143","P011","C001128","T08693","S0035","225","ct","16.0","3600.0"
"I00129","P027","C000531","T05394","S0023","350","pk","18.0","6300.0"
"I00058","P014","C001590","T08076","S0044","4","bottles","22.0","88.0"
"I00231","P017","C001956","T05213","S0038","3","pk","16.0","48.0"
"I00175","P029","C001852","T08550","S0023","27","oz","19.0","513.0"
"I00241","P005","C000893","T05541","S0011","142","ct","12.0","1704.0"
"I00038","P038","C001094","T01123","S0030","1","bottles","23.0","23.0"
"I00007","P013","C001542","T06134","S0035","10","cans","6.75","67.5"
"I00096","P015","C001314","T07698","S0031","10","bottles","20.0","200.0"
"I00090","P039","C001774","T07147","S0010","12","bottles","9.0","108.0"
"I00185","P037","C001934","T07850","S0033","12","ct","14.0","168.0"
"I00260","P021","C001553","T08336","S0013","1092","ct","15.0","16380.0"
"I00086","P004","C001195","T04586","S0041","6","cans","18.0","108.0"
"I00102","P034","C001276","T01225","S0013","11","tubs","16.0","176.0"
"I00061","P030","C000691","T07906","S0009","6","cans","55.0","330.0"
"I00114","P036","C001728","T00709","S0038","34","ct","44.0","1496.0"
"I00201","P001","C001393","T09958","S0025","1","bars","23.0","23.0"
"I00083","P035","C000557","T00002","S0017","10","bottles","14.0","140.0"
"I00075","P013","C000436","T01949","S0015","29","cans","15.5","449.5"
"I00018","P024","C001051","T01085","S0019","7","cans","6.75","47.25"
"I00040","P038","C001597","T01545","S0030","21","bottles","22.0","462.0"
"I00001","P031","C000820","T07956","S0012","18","cans","11.5","207.0"
"I00019","P030","C000335","T09542","S0034","3","cans","6.75","20.25"
"I00107","P012","C001933","T08845","S0022","3","oz","20.0","60.0"
"I00111","P026","C001916","T08495","S0023","11","ct","16.0","176.0"
"I00200","P006","C000075","T05894","S0017","9","bars","20.0","180.0"
"I00098","P037","C000029","T02686","S0012","43","oz","10.0","430.0"
"I00249","P026","C001407","T08319","S0027","2","pack","16.0","32.0"
"I00041","P036","C000681","T00216","S0008","22","bottles","23.0","506.0"
"I00073","P022","C000763","T02178","S0007","12","bottles","20.0","240.0"
"I00127","P035","C001071","T07990","S0025","272","pk","12.5","3400.0"
"I00218","P018","C001712","T01310","S0031","4","ct","6.0","24.0"
"I00075","P015","C001306","T06746","S0013","16","cans","15.5","248.0"
"I00169","P022","C001196","T06473","S0010","9","ct","17.0","153.0"
"I00149","P022","C000489","T05005","S0014","21","ct","15.0","315.0"
"I00139","P025","C000106","T08006","S0001","421","ct","24.0","10104.0"
"I00186","P015","C000936","T07656","S0034","17","ct","13.0","221.0"
"I00185","P017","C000627","T04221","S0044","8","ct","14.0","112.0"
"I00152","P009","C000436","T06467","S0026","20","bags","15.0","300.0"
"I00209","P019","C001340","T08351","S0036","3","ct","13.0","39.0"
"I00205","P014","C000129","T09095","S0014","37","ct","16.0","592.0"
"I00220","P029","C001598","T09240","S0033","36","ct","14.0","504.0"
"I00227","P027","C001783","T01470","S0018","26","pk","15.0","390.0"
"I00039","P010","C000478","T00644","S0023","15","bottles","26.0","390.0"
"I00107","P002","C001920","T07536","S0025","7","oz","20.0","140.0"
"I00248","P023","C001367","T02918","S0042","2","rolls","26.0","52.0"
"I00171","P030","C000590","T03045","S0032","158","ct","16.0","2528.0"
"I00085","P008","C000035","T05159","S0034","1","bottles","18.0","18.0"
"I00182","P036","C000854","T01605","S0026","42","oz","15.0","630.0"
"I00177","P034","C000737","T03064","S0004","40","ct","35.0","1400.0"
"I00029","P008","C001022","T09886","S0024","13","cans","11.5","149.5"
"I00202","P037","C001648","T08146","S0043","2","ct","12.0","24.0"
"I00118","P030","C001393","T00855","S0016","13","ct","42.0","546.0"
"I00032","P027","C001028","T00124","S0005","21","cans","16.0","336.0"
"I00056","P036","C000296","T09148","S0007","1","bottles","24.0","24.0"
"I00054","P030","C000055","T03881","S0032","11","cans","40.0","440.0"
"I00249","P020","C000056","T09778","S0022","1","pack","16.0","16.0"
"I00043","P018","C001383","T08479","S0035","19","bottles","24.0","456.0"
"I00034","P009","C001729","T06501","S0028","1","cans","16.0","16.0"
"I00175","P014","C000578","T03872","S0017","10","oz","19.0","190.0"
"I00235","P035","C001017","T03825","S0040","25","ct","14.0","350.0"
"I00205","P012","C001597","T06126","S0029","38","ct","16.0","608.0"
"I00048","P021","C000416","T06479","S0028","5","cans","8.0","40.0"
"I00122","P004","C001477","T03839","S0005","738","ct","15.0","11070.0"
"I00052","P015","C001101","T00744","S0001","22","cans","40.0","880.0"
"I00114","P001","C000318","T09853","S0034","42","ct","44.0","1848.0"
"I00141","P018","C001811","T00416","S0035","156","ct","18.0","2808.0"
"I00065","P036","C001122","T05834","S0035","20","bottles","20.0","400.0"
"I00045","P008","C000301","T05580","S0036","8","cans","8.0","64.0"
"I00235","P016","C000425","T02258","S0013","3","ct","14.0","42.0"
"I00218","P023","C000478","T02188","S0008","5","ct","6.0","30.0"
"I00174","P028","C001254","T04458","S0026","11","oz","18.0","198.0"
"I00110","P009","C001530","T06008","S0004","31","oz","22.5","697.5"
"I00236","P020","C001901","T07915","S0015","11","tins","12.0","132.0"
"I00263","P025","C001315","T03476","S0015","40","ct","14.0","560.0"
"I00005","P007","C000599","T07474","S0029","3","cans","6.75","20.25"
"I00217","P012","C001750","T04904","S0013","7","oz","20.5","143.5"
"I00163","P009","C000696","T06983","S0042","4","bags","15.0","60.0"
"I00218","P021","C001716","T04025","S0030","3","ct","6.0","18.0"
"I00027","P017","C001895","T09424","S0030","14","cans","16.25","227.5"
"I00053","P016","C000566","T02238","S0043","7","cans","40.0","280.0"
"I00239","P014","C001578","T01892","S0003","3","pk","14.0","42.0"
"I00052","P026","C001770","T00600","S0027","18","cans","40.0","720.0"
"I00228","P004","C001593","T02288","S0043","18","pk","14.0","252.0"
"I00044","P034","C001413","T07640","S0020","3","cans","8.0","24.0"
"I00211","P032","C000084","T04811","S0030","5","ct","15.0","75.0"
"I00104","P032","C001753","T00863","S0041","7","ct","14.0","98.0"
"I00118","P014","C000496","T00883","S0028","71","ct","42.0","2982.0"
"I00259","P003","C001766","T00833","S0036","3","pack","26.0","78.0"
"I00091","P005","C001323","T08396","S0003","21","bottles","7.5","157.5"
"I00102","P037","C001751","T08336","S0029","29","tubs","16.0","464.0"
"I00203","P019","C001164","T05070","S0043","12","ct","18.0","216.0"
"I00105","P038","C000768","T08379","S0021","191","ct","16.5","3151.5"
"I00141","P014","C000366","T04352","S0006","80","ct","18.0","1440.0"
"I00078","P012","C000974","T06366","S0006","9","bottles","17.0","153.0"
"I00153","P038","C001924","T07674","S0011","42","bags","15.0","630.0"
"I00080","P027","C000613","T06886","S0015","18","bottles","22.0","396.0"
"I00193","P027","C000115","T00738","S0009","11","ct","18.0","198.0"
"I00110","P034","C000092","T04092","S0025","13","oz","22.5","292.5"
"I00208","P034","C000888","T04390","S0021","26","ct","14.0","364.0"
"I00003","P018","C000033","T07682","S0044","3","cans","6.75","20.25"
"I00046","P017","C001564","T06538","S0032","4","cans","8.0","32.0"
"I00195","P005","C000792","T03489","S0041","5","ct","12.5","62.5"
"I00152","P034","C000363","T08990","S0028","29","bags","15.0","435.0"
"I00031","P002","C001387","T07645","S0014","15","cans","16.0","240.0"
"I00023","P009","C001273","T07172","S0038","2","cans","6.75","13.5"
"I00161","P019","C001869","T07110","S0008","18","Bags","17.0","306.0"
"I00111","P022","C000281","T02687","S0028","1","ct","16.0","16.0"
"I00016","P024","C001687","T00781","S0018","23","cans","16.25","373.75"
"I00105","P016","C001532","T09850","S0028","16","ct","16.5","264.0"
"I00082","P007","C000397","T01966","S0038","33","ct","15.0","495.0"
"I00092","P020","C000977","T08830","S0036","25","bottles","10.0","250.0"
"I00075","P022","C001972","T04272","S0020","15","cans","15.5","232.5"
"I00263","P013","C001625","T07586","S0042","47","ct","14.0","658.0"
"I00213","P011","C001666","T06521","S0034","1","ct","12.0","12.0"
"I00213","P023","C000847","T01120","S0021","5","ct","12.0","60.0"
"I00069","P032","C001166","T02130","S0011","15","bottles","17.5","262.5"
"I00109","P011","C001131","T02657","S0022","3","oz","17.0","51.0"
"I00179","P012","C001598","T00823","S0008","134","ct","19.0","2546.0"
"I00202","P035","C001451","T01485","S0017","2","ct","12.0","24.0"
